"county","population","educational_attainment","poverty_rate","pct_adults_not_working","housing_vacancy_rate","median_income_ratio","employment_change_pct","business_change_pct","distress_score","population_in_distress_count","pct_pop_in_distress","distress_rank"
"Cambria County, PA",140840,11,15,50,10,80,-4.8,-2.9,65.3,34420,24,1087
"Baylor County, TX",3650,15,17,53,12,63,1,-2.6,79.1,3630,99,654
"Fall River County, SD",6960,8,18,47,14,86,16.2,-7.7,54.1,1220,18,1436
"Hanson County, SD",3390,7,15,30,9,115,21.3,13.3,3.7,0,0,3012
"Edgefield County, SC",26570,18,18,54,14,99,3.1,-7.4,75.9,13580,51,756
"Minnehaha County, SD",176010,9,12,29,6,106,4,0.7,7.2,0,0,2904
"Adams County, WA",18950,34,23,41,6,74,2.5,-1.1,63.8,0,0,1134
"Columbia County, PA",67090,11,16,46,7,87,6,-4.3,40.4,0,0,1866
"Hickory County, MO",9420,18,24,63,18,67,-0.6,2.8,87.6,5560,59,389
"Lincoln County, WI",28570,11,11,41,6,93,2.4,-7.5,30.8,0,0,2164
"Albemarle County, VA",101880,9,10,43,8,105,2.3,2.2,13.6,1980,2,2704
"Antelope County, NE",6530,9,13,38,12,87,-2.8,-4.8,46.9,0,0,1661
"Ozaukee County, WI",86930,4,5,36,5,143,6.2,-0.5,2,0,0,3066
"Barry County, MO",35680,18,20,49,11,81,1.9,-0.4,70.1,9750,27,937
"Portage County, WI",70340,8,15,38,5,96,-2.8,0,20.1,0,0,2499
"Brooks County, TX",7200,33,36,60,19,42,5.6,0.8,91.7,6640,92,260
"Dunn County, WI",44050,8,15,38,6,95,6.7,-1.4,15.2,0,0,2652
"Sheboygan County, WI",115170,9,9,36,6,101,-2.3,-1,16.3,0,0,2619
"Randolph County, NC",142280,21,18,45,10,90,4,-1.9,57.9,35210,25,1318
"Wallace County, KS",1570,10,10,38,18,93,-6.5,-3.2,48.7,0,0,1605
"Bourbon County, KS",14910,12,18,43,14,76,-5.5,-4.8,77.8,12670,85,696
"Comanche County, TX",13760,23,26,54,17,68,-1.1,-2.2,94.6,13150,96,171
"Crane County, TX",4600,29,10,43,3,100,27.9,21.1,12.8,0,0,2728
"Clinton County, MI",76480,7,12,41,6,123,-4.2,4.9,10.9,0,0,2789
"Coles County, IL",53660,11,23,45,10,67,0.3,-4,71.7,27150,51,886
"Guthrie County, IA",10790,8,11,39,10,95,-1,0,23.6,0,0,2389
"DeKalb County, IL",104920,8,19,38,8,94,2.9,-0.3,27.9,0,0,2257
"Douglas County, IL",19870,16,11,38,10,90,5.6,-4.2,39.1,140,1,1904
"Marion County, KS",12400,11,12,42,14,89,-4.1,-3.6,56.2,600,5,1372
"Lee County, KY",7680,29,33,66,11,55,-13.6,2,94,7680,100,189
"DeWitt County, TX",20400,24,14,49,13,92,25.9,0.2,49.7,0,0,1574
"Kalamazoo County, MI",254870,7,19,41,8,94,0.4,-2.1,36.2,32120,13,1998
"Marshall County, KY",31220,14,11,49,12,103,4.3,1.3,36.1,2510,8,1999
"Kent County, MI",615380,11,16,38,6,107,11.2,1.7,8.6,37910,6,2860
"Montgomery County, KY",26980,20,25,50,11,89,14.1,0.8,57.5,5800,22,1330
"Mecosta County, MI",43230,10,23,53,8,82,1.7,-3.2,65.6,2690,6,1078
"Montcalm County, MI",63050,13,19,52,7,83,1.8,-3.4,60.7,2390,4,1231
"Nicholas County, KY",7060,19,16,45,11,97,-4.9,-2.6,64.4,80,1,1114
"Freeborn County, MN",31030,12,12,39,7,75,-1,-1.2,39.6,0,0,1889
"Osceola County, MI",23330,13,22,52,6,79,6.5,0.2,49.9,8630,37,1570
"Effingham County, IL",34280,9,11,36,7,92,21.6,-0.8,8.7,10,0,2855
"Ford County, IL",13910,11,12,44,10,86,-3.4,-1.6,48.4,50,0,1615
"Edwards County, IL",6690,13,13,46,12,75,-6.5,-6.5,73.7,2660,40,822
"Webster County, KY",13450,22,14,51,13,94,0.1,-11.4,78.5,7700,57,674
"Lubbock County, TX",286750,15,20,38,9,87,3.9,0.9,39.9,78940,28,1882
"Dewey County, OK",4820,11,14,45,22,106,5.6,13,30.9,0,0,2163
"Navarro County, TX",48070,22,22,45,9,78,6.8,1.8,57.5,7290,15,1332
"Cherokee County, IA",11980,9,10,36,7,96,-1.3,-3.3,21.4,0,0,2458
"Bremer County, IA",24480,6,8,36,6,117,13.7,-0.2,2,0,0,3065
"Meeker County, MN",23150,9,10,37,5,89,4.5,-1.5,14.6,0,0,2672
"Hockley County, TX",23210,23,15,40,12,96,25,2.4,33.3,2440,11,2087
"Nowata County, OK",10560,16,17,49,14,87,0.6,-2.4,71.3,2340,22,898
"Allen County, OH",105560,12,18,45,10,89,0,-3.3,57.1,40320,38,1344
"Isanti County, MN",38190,8,7,35,4,98,6.3,6,2.4,0,0,3054
"Schleicher County, TX",3280,26,22,37,13,85,12.9,-1.8,59.6,0,0,1265
"Watonwan County, MN",11150,15,10,34,9,83,2.1,-5.9,42,0,0,1814
"Stephens County, TX",9490,19,20,52,21,82,1.9,4.5,74.1,9250,98,810
"Columbia County, NY",62530,12,10,43,8,100,1.1,-0.4,26.3,1450,2,2305
"Middlesex County, NJ",824050,11,9,39,5,111,6.3,1.8,5.9,0,0,2944
"Pope County, MN",10950,7,10,39,8,85,-0.9,-5.7,33.5,0,0,2080
"Motley County, TX",1170,16,15,49,26,66,-22.9,-22.9,92.8,700,59,227
"Linn County, MO",12490,12,18,50,23,78,-2,-4.9,83.5,8850,71,516
"San Bernardino County, CA",2078590,22,19,48,8,88,7.4,3,45.7,366450,18,1701
"Laurens County, GA",48030,19,26,54,14,68,-4.9,-2.7,93.9,46320,96,192
"Greene County, GA",16190,21,26,57,9,84,7.2,2.4,64.4,3360,21,1115
"St. Francis County, AR",27640,23,28,57,14,76,-8,-3.5,96.3,25180,91,116
"Oneida County, WI",35750,7,11,45,6,87,-1.9,-0.1,27.2,70,0,2277
"Sawyer County, WI",16520,10,18,48,5,77,-0.6,-4.8,56.1,100,1,1376
"Valdez-Cordova Census Area, AK",9690,9,10,41,11,114,-2.9,13.5,16.4,630,7,2616
"Davison County, SD",19730,10,12,33,5,99,-0.4,-0.9,15,0,0,2660
"St. Louis County, MN",200560,7,17,43,7,78,2.1,-3.7,43.3,9600,5,1775
"Gilchrist County, FL",16950,19,25,57,8,87,0.4,1.9,68.2,5330,32,996
"Portage County, OH",161550,9,16,39,8,109,8.7,0.1,14.9,0,0,2661
"Daviess County, MO",8320,15,16,47,17,88,11.9,-6.9,65.2,560,7,1089
"Grundy County, MO",10280,15,18,46,14,78,0.9,-2,72,590,6,878
"Brown County, TX",37900,15,19,50,16,78,4,3.5,66.6,4330,11,1046
"Hays County, TX",170410,11,17,39,8,112,19.7,11.2,8.7,0,0,2857
"Irion County, TX",1630,14,10,41,6,104,121.6,23.4,5.1,0,0,2968
"Lampasas County, TX",20020,13,15,47,10,93,1.9,-1,44.7,1550,8,1732
"Okanogan County, WA",41240,18,22,50,8,66,-0.7,-3.8,79.9,10920,27,629
"Ben Hill County, GA",17550,21,36,57,18,62,-10.3,-9.1,99.5,17550,100,16
"Tift County, GA",40720,22,28,51,14,71,-0.3,-6.2,94.1,26870,66,187
"Clinch County, GA",6780,25,35,55,12,59,14.7,4.1,76.6,6070,90,734
"Colonial Heights city, VA",17540,13,11,44,9,81,1.3,-6,51.1,0,0,1530
"Guilford County, NC",500900,12,18,42,10,97,6.5,-0.5,33.6,113390,23,2076
"Ray County, MO",23170,12,16,46,10,108,-0.6,-9,52.5,8960,39,1486
"Galax city, VA",6980,26,26,49,13,47,-5.6,-6.3,96.7,6980,100,105
"Hopewell city, VA",22380,20,18,48,13,60,-8.8,-10.6,92.7,22130,99,230
"Manassas Park city, VA",14990,19,9,31,8,113,1.1,13.8,12.6,0,0,2733
"Sedgwick County, KS",503790,11,15,38,10,97,-1.8,-3,41.4,136050,27,1834
"Monterey County, CA",424930,29,17,46,6,95,4.8,0.9,42.2,17600,4,1810
"Black Hawk County, IA",131950,10,17,38,7,89,7,-0.8,22.9,0,0,2412
"Cheyenne County, KS",2700,10,9,40,11,77,-12.6,3.9,38.8,710,26,1916
"DeSoto County, FL",34790,29,31,57,11,77,-2.5,-5.1,95,34650,100,158
"Morgan County, IL",35270,11,14,43,9,81,-3.9,-6.2,58.8,1390,4,1290
"Garfield County, CO",56680,15,12,33,8,96,3.5,-4.4,31.1,70,0,2155
"Jack County, TX",8970,20,18,55,22,86,-14.2,8.6,80.3,7060,79,617
"Wright County, MO",18570,22,23,54,13,63,10,-4,85.6,14350,77,452
"St. Lucie County, FL",283990,14,18,52,9,90,3.3,3.7,47.3,58180,21,1651
"Labette County, KS",21230,12,16,43,15,80,0.6,-2.7,63.7,3040,14,1138
"Delaware County, OK",41420,16,22,53,11,78,5.1,4.3,62,13120,32,1190
"Macon County, AL",20510,19,26,55,16,70,-13.3,5.9,89.5,12120,59,327
"Jackson County, CO",1390,16,15,31,18,77,-13.4,7.6,56.4,0,0,1366
"Geneva County, AL",26820,22,23,50,12,83,-4.3,-5.2,89.2,17050,64,340
"Bleckley County, GA",12910,18,26,60,20,72,-32.3,-2.4,97.1,12440,96,93
"Miami County, KS",32770,6,9,38,7,117,-1.3,-1.7,12.7,0,0,2732
"McDonough County, IL",32390,8,24,48,12,66,-0.5,-3.7,77.2,22490,69,715
"La Salle County, TX",7080,39,17,56,20,68,132.9,42,69.6,0,0,951
"Bryan County, GA",32190,11,13,41,7,132,4,2.2,11.8,0,0,2760
"Logan County, KS",2780,7,9,36,10,91,-15.7,-9.2,43,0,0,1783
"Marion County, IL",38920,13,18,45,11,73,1.8,-2.8,68.7,16770,43,981
"McMullen County, TX",650,30,17,36,12,86,247.5,125,34.3,0,0,2053
"Muskingum County, OH",85950,13,19,46,9,84,0.9,-4.5,63.4,3880,5,1145
"Phillips County, CO",4390,16,19,40,10,75,-5.6,3.1,58.4,0,0,1301
"Thomas County, KS",7950,7,9,32,7,94,-4.7,-2.9,22,0,0,2440
"Parker County, TX",119780,11,11,42,8,124,19.4,8.4,5.7,2280,2,2951
"Rio Blanco County, CO",6740,9,17,36,13,108,15.5,-8,32,0,0,2127
"Rio Grande County, CO",11840,16,20,47,11,65,-10.2,-4.1,85.8,7530,64,445
"Putnam County, OH",34260,7,7,33,5,125,10.8,0.1,1.6,0,0,3080
"Stark County, IL",5890,12,10,44,10,93,10.2,-3.3,30.5,420,7,2174
"Richland County, OH",122810,13,16,49,11,86,1,-3.5,64.6,33480,27,1108
"Roberts County, TX",920,4,2,41,9,139,16.7,16.7,1.5,0,0,3083
"Runnels County, TX",10440,21,24,48,22,74,4.9,-2.5,85.4,7850,75,458
"Warren County, KY",117170,13,19,40,7,104,5.8,7.6,18.2,0,0,2558
"Sherman County, TX",3060,26,16,39,13,94,65.7,17.3,33.3,0,0,2085
"Evans County, GA",10870,25,27,53,13,77,-0.1,-7.4,93.9,10370,95,190
"Keokuk County, IA",10360,10,13,39,9,85,-11.1,-0.8,41.4,900,9,1835
"Williamson County, IL",66810,11,15,46,11,77,3.2,-1,52.3,3770,6,1492
"Broward County, FL",1815270,12,15,41,9,109,5.6,3.7,16.5,131480,7,2612
"Lamar County, GA",18130,16,20,52,13,83,19.6,-2.1,66.4,12320,68,1053
"Crawford County, OH",43040,13,16,48,12,85,6.1,-3.2,57.2,160,0,1341
"Madison County, GA",28140,20,19,47,16,89,-2.1,-2.7,79.2,11020,39,651
"Hocking County, OH",29110,13,17,47,9,88,0.6,-2.9,56.4,5460,19,1364
"Clinton County, OH",41870,13,17,44,10,94,-0.3,-5.6,57.1,6700,16,1342
"Coshocton County, OH",36770,16,18,48,8,85,-1.8,-1.8,61.2,310,1,1215
"Armstrong County, TX",1950,11,10,40,25,117,21.2,9.7,13.8,90,5,2696
"Delaware County, OH",181820,4,5,32,4,188,14.5,9,0.1,0,0,3126
"Blanco County, TX",10630,12,10,46,7,98,0.2,2.4,22.2,20,0,2433
"Norton city, VA",4020,21,15,45,9,56,-3.8,-6.6,79,0,0,657
"Williamsburg city, VA",14400,8,21,54,8,74,-0.7,6.9,51.9,0,0,1507
"Douglas County, MO",13580,21,22,56,16,65,-6.4,-3.4,95.9,11240,83,128
"Martin County, TX",5100,25,14,39,13,99,38.7,5.3,30.4,80,2,2176
"Iron County, MO",10420,21,22,54,12,78,-2.3,-6.9,92.2,3380,33,245
"Borden County, TX",680,8,1,42,19,140,100,100,7.8,160,24,2886
"Comanche County, OK",125650,11,18,50,14,100,-3.4,-1.8,62.4,22100,18,1176
"Crowley County, CO",5560,25,28,71,20,53,-18.6,-21.4,100,5160,93,2
"Shannon County, MO",8360,18,23,51,12,70,6.6,-12.4,85.8,5150,62,446
"Sterling County, TX",1360,24,20,43,13,96,85.4,70.4,41.6,0,0,1828
"Upton County, TX",3340,22,19,43,17,97,37.1,7.5,43.1,0,0,1780
"Winkler County, TX",7400,29,12,41,12,101,28,7.6,26.7,0,0,2292
"Jones County, TX",20090,27,18,69,19,80,0.9,-7,94.1,12810,64,186
"Taylor County, TX",133560,14,18,43,12,85,4.1,0.3,49.6,43760,33,1578
"Teller County, CO",23360,7,7,41,7,105,3.4,-3.3,14.8,0,0,2667
"Mitchell County, TX",9240,24,11,64,24,87,43.2,14.4,52.5,850,9,1488
"Callahan County, TX",13520,13,18,51,15,80,-6.8,-10,87.8,2390,18,382
"Logan County, OK",43700,9,13,43,11,117,10.3,9.6,11.2,0,0,2778
"Adair County, OK",22380,22,27,51,11,72,-4,-0.5,87.1,19730,88,406
"Herkimer County, NY",64330,11,16,44,7,78,-2.1,-3.7,54.8,13000,20,1416
"Van Zandt County, TX",52610,19,17,49,13,81,3.3,2.7,61.8,28650,55,1196
"Oklahoma County, OK",743150,14,19,39,11,101,8.3,2.9,28.8,148480,20,2226
"Henderson County, TX",78840,18,20,52,11,77,2.9,2.4,68.9,44990,57,973
"Broome County, NY",198800,11,18,46,10,79,0.2,-0.2,54.1,45400,23,1438
"Atoka County, OK",13960,18,23,57,13,81,10.6,7.1,62.8,2720,20,1163
"Walker County, TX",68880,17,25,63,12,74,2,6.1,76.4,520,1,738
"Coal County, OK",5880,17,21,51,14,83,6.1,-2.3,74.4,4750,81,801
"Grimes County, TX",26810,20,19,54,8,89,23.3,12.8,42.3,0,0,1804
"Pushmataha County, OK",11320,19,25,54,13,70,2,2.7,80.1,8640,76,625
"Marengo County, AL",20490,16,25,56,11,78,-0.3,-0.8,80.3,11660,57,618
"Lamar County, AL",14270,22,23,52,12,83,7.8,0.4,70,6510,46,939
"Ashley County, AR",21440,15,20,52,14,85,0.6,-6.8,82.8,20060,94,539
"DeKalb County, MO",12820,15,11,61,11,94,4.7,-6.5,60.4,0,0,1239
"Radford city, VA",16990,12,40,55,17,47,13.6,-2.8,82.6,0,0,547
"McDowell County, WV",21280,36,35,72,21,57,4.1,-6.6,98.4,16240,76,50
"Kearney County, NE",6560,9,6,32,6,106,-4.9,-0.6,11.7,0,0,2762
"Harrison County, WV",69070,13,16,47,11,104,3.8,0.7,38.5,40180,58,1924
"Clinton County, MO",20550,8,10,40,9,112,-9.9,-2.9,28.9,0,0,2224
"Braxton County, WV",14490,21,21,57,13,77,1,-7.6,91.9,11180,77,256
"Covington County, MS",19500,22,28,55,16,82,-0.2,2.5,84.5,14140,73,487
"Lamoille County, VT",24840,8,13,36,5,93,10.1,-2.7,11.7,0,0,2763
"Kemper County, MS",10310,22,31,56,11,77,44,16.9,64.6,880,9,1107
"Walworth County, WI",102920,10,14,37,6,102,3.1,-1.9,17.6,0,0,2578
"Pershing County, NV",6740,21,19,64,10,92,17.4,-6.3,69.4,0,0,957
"Mineral County, NV",4630,14,20,55,22,74,164.7,-6.3,80.6,810,18,607
"Brown County, OH",44460,17,15,48,10,92,-1.2,0.2,53.4,6440,15,1459
"Carlton County, MN",35430,7,14,43,5,88,1,-2.9,29.3,0,0,2213
"Clay County, FL",194870,10,11,45,9,125,-0.8,2.2,19,12690,7,2535
"Carroll County, MS",10420,23,22,57,13,86,10.3,7.3,64.7,6720,65,1106
"Ward County, ND",65850,7,9,34,11,107,19.9,15.3,3.2,0,0,3029
"Northwest Arctic Borough, AK",7670,21,23,51,11,89,-11.3,12.5,71.2,1290,17,902
"Slope County, ND",720,13,7,35,14,118,-6.8,42.9,24.1,0,0,2373
"Stafford County, KS",4360,12,15,38,16,85,-11.2,-4.4,67.4,1480,34,1020
"Gilliam County, OR",1930,9,8,45,12,92,29.5,14.3,12.6,0,0,2734
"Gladwin County, MI",25600,16,20,60,4,77,0.1,-6,75.4,8990,35,769
"McHenry County, ND",5710,12,14,40,6,92,22.1,13.2,8.2,0,0,2872
"Van Buren County, IA",7490,11,15,42,12,86,-4.9,-5.5,63.6,2040,27,1141
"Lincoln County, KS",3180,8,13,40,20,84,-20.4,-13.1,68.5,0,0,985
"Bibb County, GA",155240,17,27,50,18,74,0.9,-5.1,91.5,89970,58,267
"Oakland County, MI",1220800,7,10,40,7,135,10.4,0.7,4,76670,6,3004
"Audubon County, IA",5940,9,9,38,9,90,-2.9,-4.2,33.9,0,0,2069
"Carroll County, IN",20070,13,10,42,9,108,5.3,-4.5,28.7,0,0,2230
"Oscoda County, MI",8530,17,19,60,4,68,-5,-4,80.8,4710,55,602
"Fayette County, TN",38660,13,15,45,6,125,13.7,6.9,10.6,2610,7,2797
"Russell County, KS",6960,9,15,39,10,78,7.8,-0.7,30.8,0,0,2166
"Lapeer County, MI",88160,9,12,48,7,108,16.6,-0.2,14.4,2260,3,2677
"Chesapeake city, VA",228170,9,9,41,6,108,5,-1,9.8,0,0,2823
"Wells County, IN",27730,10,11,39,6,101,1.8,-2.4,20.3,0,0,2493
"Jackson County, KS",13460,6,10,35,8,107,-3.2,-6.7,22.5,0,0,2424
"Southeast Fairbanks Census Area, AK",7040,8,14,44,19,91,29.5,-11.3,45.4,1610,23,1708
"Tama County, IA",17570,10,12,40,11,103,0.7,-3.1,34.1,0,0,2060
"Tehama County, CA",63280,18,19,55,10,69,2.6,-6.5,82.6,49020,78,545
"Miami County, IN",36390,16,17,50,13,90,-1.7,-1.8,70,22650,62,940
"Tuolumne County, CA",54350,10,15,58,7,79,2.3,-4.9,57.9,10260,19,1317
"Putnam County, IN",37730,13,10,51,12,102,5.7,-1.7,37.7,0,0,1951
"Summit County, UT",37880,7,8,31,6,150,13.3,6.1,0.7,0,0,3107
"Ogle County, IL",52780,11,11,40,7,98,-1.7,-3.6,30.4,4220,8,2177
"Nevada County, CA",98610,6,12,50,5,93,0.4,-0.7,26.9,0,0,2287
"Clay County, KS",8460,4,11,38,15,99,-5.5,-4.3,42.3,0,0,1804
"Marquette County, WI",15220,12,13,45,6,89,18.2,-4.6,30.7,220,1,2167
"Shawano County, WI",41700,10,12,40,7,89,0.1,-2.6,31.8,1970,5,2133
"Idaho County, ID",16320,10,16,52,8,81,5.4,-1,45.3,2730,17,1712
"Lewis County, ID",3820,12,17,50,9,76,3.1,-10.4,68.1,0,0,997
"Lane County, KS",1650,7,10,38,12,105,-10.2,-14.3,42.2,0,0,1809
"Rolette County, ND",14340,19,37,51,10,59,0.4,3.5,78,4500,31,690
"Ottawa County, KS",6080,7,9,36,10,116,0.6,0,13.1,10,0,2719
"Assumption Parish, LA",23170,28,17,51,10,107,10.7,2.8,44.5,9350,40,1737
"Lewis County, NY",27160,12,13,45,5,80,1.9,-0.4,34.5,2500,9,2050
"Camden County, NC",10130,13,7,45,11,133,-5,-7.6,46.8,0,0,1665
"Lawrence County, IL",16730,23,13,69,13,69,-1.1,-8.6,90.8,16450,98,289
"Meade County, KS",4440,13,12,37,8,99,-4.5,0,29,0,0,2222
"Beaver County, PA",170120,9,12,43,9,95,2.5,-0.8,27.3,4100,2,2273
"Ravalli County, MT",40640,9,19,48,8,82,4.6,-0.5,42.1,0,0,1812
"Pawnee County, NE",2750,12,18,44,12,73,-6.7,-5.7,77.5,1310,48,704
"Jefferson County, NE",7510,11,14,38,14,85,8.6,1.3,31.4,0,0,2147
"Baldwin County, GA",45850,18,32,56,15,64,-4.2,2,90.5,45510,99,300
"Ketchikan Gateway Borough, AK",13680,7,12,39,10,86,-0.6,1,25.4,0,0,2333
"Yoakum County, TX",8050,27,11,38,12,95,32.2,6.4,23.8,70,1,2384
"Sherman County, NE",3120,11,12,40,14,88,-11,-1.2,52.4,0,0,1490
"Colfax County, NE",10510,28,14,33,8,99,-2,0.8,35.7,0,0,2011
"Carbon County, PA",64870,11,11,46,8,94,-0.2,0.5,30.3,7280,11,2179
"Shelby County, OH",49170,11,11,39,7,105,7.5,-0.8,11.4,0,0,2770
"Creek County, OK",70610,15,15,47,11,95,12.4,-1.9,43,4090,6,1785
"Hamilton County, IN",289720,4,5,31,5,174,14.6,9.3,0.1,0,0,3125
"Humboldt County, IA",9730,8,12,40,9,90,2.8,-1.2,25.9,0,0,2318
"Morris County, KS",5810,10,8,40,12,93,-4.2,-1.4,38.8,1110,19,1915
"Trego County, KS",2960,9,7,35,16,98,7.7,-10.5,30.8,0,0,2165
"Boone County, IA",26330,6,11,37,9,100,7.8,-3.5,14.5,0,0,2676
"Lawrence County, MS",12640,19,20,52,13,95,-4.5,-16.1,86.6,10250,81,422
"Montgomery County, IL",29740,15,15,59,12,79,-0.3,-4.2,77.8,1950,7,695
"Knox County, MO",4080,15,24,43,14,75,8.6,-10.5,76.8,3050,75,726
"Kosciusko County, IN",77790,15,12,39,7,108,8.1,0,15.6,0,0,2642
"Berrien County, MI",155990,12,18,46,10,91,3.6,-1.8,48,31640,20,1629
"Ionia County, MI",63980,12,15,48,8,98,12,0.2,26.8,0,0,2289
"Donley County, TX",3640,16,15,53,24,77,0.2,-1.2,78.2,2970,82,684
"McCook County, SD",5620,9,8,31,10,112,1.8,3.4,8,0,0,2877
"Live Oak County, TX",11740,19,15,60,21,85,100.7,19.4,55.5,40,0,1393
"Madison County, TN",98360,13,20,46,13,94,3.1,-1.2,57.6,35640,36,1328
"Fairfield County, OH",148070,8,11,40,7,124,3.8,0.4,8.7,510,0,2858
"Sheridan County, ND",1320,13,11,38,10,91,2.2,2.2,26.3,0,0,2303
"Clark County, OH",137300,14,19,47,10,88,6.3,-3.5,55.5,33820,25,1392
"Santa Cruz County, AZ",47250,27,24,50,8,78,4.5,-0.3,70.8,23220,49,914
"Lee County, GA",28810,14,12,40,4,123,18.3,-1.1,9.9,2820,10,2819
"Seward County, KS",23320,35,18,35,8,94,3.8,-5.9,53,0,0,1473
"Caddo Parish, LA",255530,14,21,45,12,92,1,-0.7,58.5,60250,24,1298
"Hancock County, ME",54580,7,14,42,7,94,-1.2,1.3,22.4,0,0,2428
"Caroline County, MD",32760,17,15,41,11,75,7.9,-9.6,61.3,2890,9,1211
"Defiance County, OH",38800,11,14,42,8,100,4.1,-1,24.5,0,0,2363
"Fallon County, MT",3030,7,6,28,13,110,35.8,16.1,3.2,0,0,3028
"Jackson County, MN",10260,9,11,35,8,84,17.1,0,12.2,0,0,2747
"Scott County, MS",28310,28,25,50,11,88,-2,-5.9,88.5,23720,84,362
"Alamosa County, CO",16110,15,28,50,7,53,-2.7,-5.6,83.8,15340,95,509
"Okaloosa County, FL",188980,9,14,45,12,118,2.7,0.7,28,0,0,2251
"Seminole County, FL",432140,8,12,41,18,123,9,1.5,17.5,0,0,2582
"Dade County, GA",16530,20,14,44,11,91,17.7,-0.9,41.3,3050,19,1836
"Amite County, MS",12960,25,26,58,14,75,1.3,-6.8,95.5,10720,83,141
"Clarke County, MS",16510,23,24,53,14,80,11.1,-8.8,86.6,15570,94,421
"Faulk County, SD",2370,8,14,39,7,85,4.9,-1.4,23.5,0,0,2391
"Grady County, GA",25240,27,31,55,10,64,-1.1,-8,95.4,19970,79,145
"Otter Tail County, MN",57420,9,11,41,5,84,5.1,-1.1,19.6,0,0,2515
"Itawamba County, MS",23420,21,17,51,11,93,12.4,-0.9,54.7,2540,11,1418
"Gallatin County, IL",5440,18,17,49,12,71,32.8,-1,61.7,2820,52,1198
"Logan County, KY",26840,23,21,50,10,83,-2.1,-2.6,81.1,16260,61,591
"Bristol County, RI",49340,10,7,40,6,123,-3.3,0.1,13.7,0,0,2700
"Hillsdale County, MI",46280,13,20,49,8,86,2.3,-3.9,60.7,23050,50,1232
"El Paso County, CO",645710,7,13,43,6,97,4.4,1,12,66870,10,2752
"Fayette County, AL",17020,24,21,56,12,76,-9.3,-9.5,95.8,16710,98,132
"Summers County, WV",13700,19,17,59,15,84,-6.9,-2.4,86.9,9480,69,410
"Pierce County, NE",7200,6,5,35,9,100,3.3,9.5,5.6,0,0,2953
"Pulaski County, MO",53340,11,13,64,14,104,0.6,-7.8,65,8990,17,1095
"Wayne County, OH",114980,15,13,40,7,101,3.8,0,23.2,0,0,2403
"Midland County, MI",83620,7,13,45,3,107,7.8,-4.2,16.3,140,0,2620
"Linn County, IA",214930,6,10,33,7,113,2.8,0.8,5.2,0,0,2966
"Boise County, ID",6880,9,16,51,2,87,-6.8,4.9,36.7,0,0,1980
"Douglas County, MN",36410,7,10,37,5,86,9.7,1.4,6.8,0,0,2915
"Franklin County, IL",39770,14,20,52,11,65,-4.2,-3.3,84.7,29550,74,479
"Texas County, MO",25800,18,22,56,16,75,-6.9,-3.2,93.6,20600,80,200
"Caldwell County, MO",9180,13,15,46,16,87,5,-9.1,65.4,2540,28,1082
"Monroe County, WI",45120,12,15,40,6,94,4.5,0.3,21.6,1390,3,2452
"Dane County, WI",502980,5,13,31,4,118,6.3,1.5,2.8,0,0,3042
"Obion County, TN",31380,19,19,51,13,90,-18.3,-7.1,88.3,21200,68,368
"Haralson County, GA",28560,24,21,50,11,84,6.9,3.3,60.3,7100,25,1242
"Sumner County, KS",23760,8,13,41,15,97,0,-0.4,36.5,1650,7,1988
"Claiborne Parish, LA",16820,24,29,59,18,76,1.1,0,90.8,14510,86,288
"Liberty County, MT",2240,20,17,51,20,99,9.5,13.6,49.3,0,0,1586
"Noxubee County, MS",11240,33,35,55,14,67,0.5,-1,93.3,11240,100,210
"Lauderdale County, MS",80260,15,23,48,12,94,0.8,-2.5,70.2,43930,55,932
"Pickens County, GA",29550,18,12,49,9,102,8.6,-1.4,35.7,1440,5,2013
"Deaf Smith County, TX",19330,30,19,40,12,82,0.6,-4.3,76.1,0,0,748
"Snyder County, PA",39920,18,11,41,7,92,8.8,2.4,18.3,0,0,2555
"Noble County, OK",11500,13,14,42,13,97,21.7,7.5,22.3,0,0,2432
"Lyon County, KS",33510,13,22,36,13,78,-4.1,-3.4,72.4,40,0,863
"Kendall County, IL",118190,7,6,31,6,147,5.6,4.3,1.1,0,0,3093
"Eaton County, MI",108080,7,10,42,7,113,2.7,-1.4,13.3,0,0,2713
"De Witt County, IL",16460,7,13,40,9,93,-2.9,6.1,21,0,0,2470
"Adair County, MO",25640,13,26,49,12,73,-3.2,-2,82,22320,87,564
"Cass County, IA",13690,8,13,39,7,83,-2.8,-0.4,30.2,0,0,2185
"Pontotoc County, MS",30370,22,16,45,16,104,7.5,3.8,45,1560,5,1721
"Uvalde County, TX",26760,31,24,47,12,71,2.2,7.2,75.3,22950,86,774
"Martinsville city, VA",13750,23,26,55,15,43,2.4,-4.8,95.2,13730,100,150
"Caddo County, OK",29550,16,20,52,18,87,-0.2,-4,83.7,14540,49,511
"Rice County, MN",64830,11,12,36,6,99,1.7,-0.4,14.8,0,0,2665
"Swift County, MN",9600,11,10,36,9,82,-1,-1.9,35.7,2100,22,2012
"Lake County, MI",11430,18,31,67,4,59,31.1,-3.6,70.9,3180,28,912
"Washburn County, WI",15790,9,13,48,3,79,-4.1,0.8,36.9,0,0,1975
"Allen County, IN",360990,11,16,39,9,101,3.1,-1,27.6,100450,28,2266
"Adams County, NE",31400,9,12,36,7,98,-0.9,1.4,15,0,0,2658
